id|spisova_znacka|datum_vydania|sudca|kolegium|merito|najdeny_kontext_301|cesta_k_pdf|url_na_web
213160|2Obo/10/2012|2012-09-13||2|o zapatenie 234 428,79 Eur s prísl.|vo výške  20,11%.            Zmluvne dohodnutý úrok z  omeškania, ktorý predpokladá ust. § 369 ods.  1 Obch.   zák., nie je zmluvnou pokutou, a  preto nespadá pod moderačné právo súdu upravené ust.   § 301 Obch. zák.            Odvolací súd tiež zhodne so súdom prvého stupňa nezistil v dohodnutom úroku tak,   ako bol tento uplatnený, jeho rozpor so zásadami poctivého obchodného styku.                  |rozhodnutia_301_pdf_BBB/213160_2Obo_10_2012.pdf|https://www.nsud.sk51c/434726.b5c154.pdf
213159|2Obo/51/2012|2012-09-13||2|o zapatenie 234 428,79 Eur s prísl.|vo výške  20,11%.            Zmluvne dohodnutý úrok z  omeškania, ktorý predpokladá ust. § 369 ods.  1 Obch.   zák., nie je zmluvnou pokutou, a  preto nespadá pod moderačné právo súdu upravené ust.   § 301 Obch. zák.            Odvolací súd tiež zhodne so súdom prvého stupňa nezistil v dohodnutom úroku tak,   ako bol tento uplatnený, jeho rozpor so zásadami poctivého obchodného styku.                  |rozhodnutia_301_pdf_BBB/213159_2Obo_51_2012.pdf|https://www.nsud.sk51c/434725.b5c154.pdf
211950|5Obdo/10/2006|2008-02-27||2|zaplatenie sumy|je neplatná pr e rozpor s dobrými mravmi  a zásadami poctivého obchodného styku, čo by platilo aj pre prípad, že išlo o dohodu  o zmluvnej pokute, takže by prichádzala do  úvahy aplikácia ustanovenia § 301 ObZ.  Preto, ak dovolací súd posúdi dovolanie žalobc u ako prípustné, navrhuje, aby ho v celom  rozsahu zamietol.   Najvyšší súd Slovenskej republiky ako súd dovolací (§ 10a ods. 1 O.s.p.) po  zisten|rozhodnutia_301_pdf_BBB/211950_5Obdo_10_2006.pdf|https://www.nsud.sk62c/380181.da7018.pdf
210224|4Obdo/17/2016|2016-09-30|JUDr. Viera Pepelová|2|zaplatenie 4 832 eur s prísl.| pri závere platnosti dohodnutej zmluvnej pokuty a súčasného preukázania porušenia zmluvnej povinnosti žalovaným sa mal okresný súd zaoberať obranou žalovaného s využitím moderačného oprávnenia podľa § 301 Obchodného zákonníka. 5. Okresný súd po vykonanom dokazovaní a aplikácii ust. § 261 ods. 1, § 672a ods. 1, 2 Obchodného zákonníka, v spojení s ust. § 544 ods. 1, 2 Občianskeho zákonníka dospel k záve|rozhodnutia_301_pdf_BBB/210224_4Obdo_17_2016.pdf|https://www.nsud.sk8bf/695950.edf89d.pdf
206975|5MObdo/1/2015|2015-10-27||2|o zaplatenie 102 901,15 eur s príslušenstvom|ods. 1 Obchodného  zákonníka, ust. § 41, § 37 ods. 1, § 39, § 35 ods. 3 Občianskeho zákonníka, ďalej ust. § 1                 ods. 2 Obchodného zákonníka, ust. § 544 ods. 1, 2 Občianskeho zákonníka a § 301  Obchodného zákonníka. Poukázal na znenie článku V. bod 3, 4 predmetnej zmluvy, ďalej                  na ust. § 302, § 344, § 351 ods. 1, 2, § 365, § 369 ods. 1, 2 Obchodného zákonníka              |rozhodnutia_301_pdf_BBB/206975_5MObdo_1_2015.pdf|https://www.nsud.sk2cb/398525.5a89ea.pdf
206974|5MObdo/3/2014|2015-09-10||2|o zaplatenie 9 432 475,66 eur s prísl.|u ţalobca takúto kapacitu   v skutočnosti neposkytoval . Subsidiárne však nemajú význam napríklad v tom, ţe vylepšujú  pozíciu ţalobcu v prípade ú vah súdu o uplatnení jeho moderačného práva v zmysle § 301  Obchodného zákonníka. Súd však v energetickom odvetví a na potrebu zachovávania právnej  istoty, týkajúcej sa dohodnutých zmluvných vzťahov v tomto odvetví medzi osobami znalými  obvyklých postupov |rozhodnutia_301_pdf_BBB/206974_5MObdo_3_2014.pdf|https://www.nsud.sk5d4/398523.3443a1.pdf
200257|5Obdo/2/2013|2013-03-18||2|o zaplatenie 9 432 475,56 eur s príslušenstvom|a k  výške zmluvnej pokuty, pričom toto zdôvodnenie doplnil tak, ţe  rozhodujúcim kritériom pre uplatnenie moderačného práva súdu, resp. okolností, ktoré pre  uplatnenie moderačného práva sú v zmysle § 301 Obchodného zákonníka hodnota a význam  zabezpečovanej povinnosti. Posúdenie primeranosti zmluvnej pokuty je teda viazané na  hodnotu zabezpečovanej povinnosti - a nie na hodnotu zabezpečenia ako perc|rozhodnutia_301_pdf_BBB/200257_5Obdo_2_2013.pdf|https://www.nsud.sk8ee/390489.bd271c.pdf
196893|2Obdo/23/2012|2012-07-31||2|o zaplatenie 2 513,08 eur s prísl.|o odvolací súd poukázal na základ právneho vzťahu  účastníkov, uplatnený nárok (províziu), vykonávanie dojednanej činnosti žalobcom, výšku  provízie, započítaciu námietku žalovaného. K aplikácii ust. § 301 OBZ a zníženiu ža lovaným  uplatnenej pohľadávky zo zmluvnej pokuty, rovnako určenej na započítanie so žalovaným  nárokom žalobcu, odvolací súd uviedol, že uvedený postup súdu prvého stupňa bol v dan|rozhodnutia_301_pdf_BBB/196893_2Obdo_23_2012.pdf|https://www.nsud.sk0ec/386325.e9ee1d.pdf
196785|5Obdo/24/2012|2012-06-19||2|o zapl. 85 140,01 eur s prísl.|slal žalobcovi jednostranný zápočet   - oznámenie o jednostrannom započítaní pohľadávok k 19. novembru 2010.        5 Obdo 24/2012 3  Ďalej súd prvého stupňa poukázal na § 580 Občianskeho zákonníka a § 301 a  302  Obchodného zákonníka a  uviedol, že v  konaní bolo preukázané, že žalovaný uznal nárok  žalobcu do výšky 27 776,74 eur. Pokiaľ sa týka započítania pohľadávky vo výške 57 124,16  eur, súd uzna|rozhodnutia_301_pdf_BBB/196785_5Obdo_24_2012.pdf|https://www.nsud.ska1d/386189.08b6e5.pdf
195421|4MObdo/8/2011|2012-05-31||2|o zapl. 7 966,54 eur s prísl.|e oblasť  obchodných vzťahov nemodifikuje. Náhradu škody, resp. jej reparačnú funkciu rešpektuje   pri úprave moder ačného práva tým, že zmluvná pokuta je dolnou hrani cou moderácie  zmluvnej pokuty /§ 301 Obchodného zákonníka/.   Ďalej dovolateľ poukazuje na obsahové náležitosti dohody o  zmluvnej pokute, keďže  na to, aby zmluvná pokuta bola platne dohodnutá, treba dostato čne presne identifikovať, t|rozhodnutia_301_pdf_BBB/195421_4MObdo_8_2011.pdf|https://www.nsud.sk1c0/384573.2f4d74.pdf
192285|2Obdo/46/2010|2011-09-27||2|o zaplatenie 31 099,38 Eur s prísl.|aný dodať žalobcovi a  ktorú v skutočnosti dodal (122  119 ton). Súd prvého stupňa dospel k  záveru, že v  danom prípade sú splnené podmienky pre  využitie tzv. moderačného práva v  zmysle ustanovení § 301 Obchodného zákonníka. Preto  s prihliadnutím na hodno tu a  význam zabezpečovanej povinnosti, keď vychádzal z  rozsahu  splnenej dodávky žalovaného v  prospech žalobcu ( cca 63 %) s  prihliadnutím na|rozhodnutia_301_pdf_BBB/192285_2Obdo_46_2010.pdf|https://www.nsud.skdfb/380705.fc6f4f.pdf
192117|5Obo/137/2006|2008-04-23||2|odporovateľnosť právneho úkonu|sť právneho úkonu. V prípade, že poh ľadávka žalobcu ku d ňu dojednania  zmluvnej pokuty nebola uhradená, súd posúdi, či dohodnutá zmluvná pokuta 0,5 % denne  a 1 % denne požíva právnu ochranu pod ľa § 301  a § 265 Ob chodného zákonníka a či  dohodnutá zmluvná pokuta za omeškanie s úhradou pe ňažného záväzku nie je pod ľa  obsahu dohodou o úroku z omeškania pod ľa § 369 ods. l Obchodného zákonníka a či|rozhodnutia_301_pdf_BBB/192117_5Obo_137_2006.pdf|https://www.nsud.sk4b0/380494.d0c7f2.pdf
191851|5Obdo/10/2006|2008-05-15||2|opravné uznesenie|je neplatná pr e rozpor s dobrými mravmi  a zásadami poctivého obchodného styku, čo by platilo aj pre prípad, že išlo o dohodu  o zmluvnej pokute, takže by prichádzala do  úvahy aplikácia ustanovenia § 301 ObZ.  Preto, ak dovolací súd posúdi dovolanie žalobc u ako prípustné, navrhuje, aby ho v celom  rozsahu zamietol.   Najvyšší súd Slovenskej republiky ako súd dovolací (§ 10a ods. 1 O.s.p.) po  zisten|rozhodnutia_301_pdf_BBB/191851_5Obdo_10_2006.pdf|https://www.nsud.sk4fb/380123.218129.pdf
190744|5Obo/56/2007|2008-06-04||2|zaplatenie sumy| požíva ť právnu ochranu. Pretože však    5 Obo 56/2007 3 žalovaná neuhradila pos lednú splátku úveru v čas, súd s prihliadnutím na všetky  okolnosti prípadu využil svoje modera čné oprávnenie pod ľa § 301 ObZ a uplatnenú  zmluvnú pokutu znížil na výšku jednej splátky,  t. j. na sumu 5000 Sk a z tejto sumy  priznal žalobcovi aj príslušenstvo. Žalo vanej, ktorá mala v konaní o prejednaní  námietok úspec|rozhodnutia_301_pdf_BBB/190744_5Obo_56_2007.pdf|https://www.nsud.sk0e3/378705.c5a228.pdf
190326|6Obdo/21/2007|2008-07-10||2|o zaplatenie 117 802,- Sk a o vzájomnom návrhu žalovaného o zaplatenie 306 250,- Sk|kania bol dohodnutý  medzi žalobcom a žalovaným v zmluve, čo v rámci zmluvnej vo ľnosti neodporuje,   ale umožňuje ust. § 369 ods. 1 Obch. zák.   Odvolací súd v predmetnom rozhodnutí neaplikoval ust. § 301 Obch. zák., ale v súlade  s ust. § 265 Obch. zákonníka výkonu práva, kt orý je v rozpore so zásadami poctivého  obchodného styku, nepriznal právnu ochranu.   V zmysle vyššie citovaného ust. § 265 Ob |rozhodnutia_301_pdf_BBB/190326_6Obdo_21_2007.pdf|https://www.nsud.ske05/378212.452270.pdf
189070|4Obo/258/2007|2009-05-05||2|o zaplatenie 65 620,-- eur s prísl.| dného podielu, odplate za tento prevod a jej splatnosti,  a ani k dohode o platení zmluvnej pokuty a jej výške. Ak by mala by ť dohoda o zmluvnej  pokute aj účinná, považujú ju za neprimeranú pod ľa § 301 Obch. Z.     Na záver odvolatelia ustálili , že sa im postupom súdu od ňala možnos ť kona ť pred  súdom, poukázali na to, že zmluva o prevod e obchodného podielu, nebol a uzatvorená pod ľa   § 115 od|rozhodnutia_301_pdf_BBB/189070_4Obo_258_2007.pdf|https://www.nsud.skc93/376627.347074.pdf
188848|6Obdo/22/2008|2008-12-11||2|o zaplatenie 2.666.093 Sk s prísl.| 300 až 302 Obchodného zákonníka. Odvolací súd  považoval za primeranú  výšku zmluvnej pokuty, pretože táto tvorí len 10,85 %  z hodnoty zabezpečovanej povinnosti.  Nebol dôvod aplikova ť ustanovenia § 301 Obchodného zákonníka a zmluvnú pokutu    6 Obdo 22/2008  3 znižovať. Z toho dôvodu odvolací súd  rozsudok súdu prvého stup ňa pod ľa § 219 O.s.p.   ako vecne správny potvrdil. Úspešnému žalobcovi náh|rozhodnutia_301_pdf_BBB/188848_6Obdo_22_2008.pdf|https://www.nsud.skb68/376344.8e12c9.pdf
188348|5Obdo/36/2009|2009-12-16||2|zaplatenie sumy|admi č. 753/99   a č. 754/99, na zaplatenie ktorých zaviazal prvostup ňový súd žalovaného. Odvolací súd sa  stotožnil s názorom súdu prvého stupňa, keď nevyužil svoje moderačné oprávnenie podľa ust.  § 301 OBZ, nako ľko dojednaním zmluvnej pokuty zmluvné  strany naplnili zásadu zmluvnej  voľnosti, pri čom výška dohodnutej zmluvnej pokuty je v záväzkových vz ťahoch obvyklá,   jej výška je primeraná význ|rozhodnutia_301_pdf_BBB/188348_5Obdo_36_2009.pdf|https://www.nsud.skea2/375730.8d7dbe.pdf
187052|3Obo/141/2007|2008-10-13||2|o zdržanie sa nekalosúťažného konania|ia, ktorého výška (ako súd v Rozsudku sám uznáva) bola súdu preukázaná, napr.   o výšku plnenia z náhrady škody (ako je to napr. pri úprave modera čného práva súdu   vo vzťahu k zmluvnej pokute podľa § 301 Obchodného zákonníka).    Z vyššie uvedeného dôvodu žalobca považoval rozsudok v napadnutých častiach   za nesprávny po právnej stránke a navrhol , aby odvolací súd rozsudok v týchto častiach  zmenil|rozhodnutia_301_pdf_BBB/187052_3Obo_141_2007.pdf|https://www.nsud.sk03e/374068.9ed6bf.pdf
186918|1Obo/3/2007|2008-05-13||2|o zaplatenie 751 122 HUF s prísl.|ákonníka  Maďarskej republiky, čo však nepreukázal. Súd preto ža lobe vyhovel. Okrem istiny   si žalobca uplatnil aj 13, 45% úrok z omeškania ro čne z dlžnej sumy od 28.10.2001  do zaplatenia. Pod ľa § 301 ods. 1 Ob čianskeho zákonníka Ma ďarskej republiky  v prípade peňažného dlhu, ak to práv ny predpis nestanovuje in ak, alebo sa zmluvné  strany nedohodnú inak, dlžník je povinný od za čiatku doby ome|rozhodnutia_301_pdf_BBB/186918_1Obo_3_2007.pdf|https://www.nsud.sk253/373901.0c6dfd.pdf
186374|4Obo/192/2007|2008-10-16||2|o určenie neplatnosti zmluvy o úschove a skladovaní listín zo dňa 3.10.2001|jej podpísaním súhlasia i s jej po dmienkami. Poukázal tiež na to, že zmluvná  pokuta je v tomto prípade úkonom spravujúcim sa Obchodným zákonníkom, nakoľko zmluvu  uzatvárali právnické osoby. Pod ľa § 301 Obch.Z. platí, že súd nemusí prizna ť zmluvnú  pokutu v celej výške, ustanovenie však neumožňuje ani neprimerane vysokú zmluvnú pokutu  celkom odpusti ť. Žalovanému vznikla škoda  14.202.221,- Sk s p|rozhodnutia_301_pdf_BBB/186374_4Obo_192_2007.pdf|https://www.nsud.ske31/373278.e8ff61.pdf
186099|6Obo/25/2008|2008-09-04||2|o zaplatenie 22.253,16 EUR s prísl. |kon práva v rozpore so zásadami poctivého obchodného styku. Po  zhodnotení zistených skuto čností však výslednú sumu zmluvnej pokuty v sume   22 253,16,-- EUR pokladal za neprimerane vysokú. V zmysle § 301 Obchodného zákonníka  zmluvnú pokutu znížil na jednu tretinu z uplatnenej sumy, na istinu 7 418,-- EUR. Pri použití  moderačného oprávnenia súd prihliadol  na význam a hodnotu zabezpe čovanej povinno|rozhodnutia_301_pdf_BBB/186099_6Obo_25_2008.pdf|https://www.nsud.sk6ee/372966.004e28.pdf
183332|1Obo/116/2007|2009-06-29||2|určenie pravosti pohľadávky| a bola vyú čtovaná oprávnene. Samotné  zníženie zmluvnej pokuty na 44 mil. Sk  je prejavom dobrej vôle navrhovate ľa a nemá ni č  spoločné s možnos ťou zníženia zmluvnej pokuty zo strany súdu pod ľa § 301 OBZ.  Navrhovateľ na základe rozhodnutia Bankovej rady zo d ňa 15. 08. 2000 zmluvnú pokutu   vo výške 99 mil. Sk znížil na 44. mil. Sk a vyúčtoval faktúrou č. 300298.   V spornom prípade odporca v 1.|rozhodnutia_301_pdf_BBB/183332_1Obo_116_2007.pdf|https://www.nsud.skeb4/369729.e54b59.pdf
182159|4Obo/210/2007|2009-01-20||2|o zaplatenie 4 633 185,80 Sk|anou moderáciou zmluvnej pokuty k onštatoval, že dohodnutá zmluvná pokuta   0,05% zodpovedá ro čnej výške 18,25%, ktorá výška v čase uzatvárania zmluvy na rok 1996  bola bežnou, a preto s poukazom na § 301 Obchodného zákonníka, nie je dôvod na využitie  moderačného práva. O úrokoch z dlžnej sumy rozhodol pod ľa § 369 ods. 1 Obchodného  zákonníka v spojení s § 502 Obchodného zákonníka. Obranu žalovaného|rozhodnutia_301_pdf_BBB/182159_4Obo_210_2007.pdf|https://www.nsud.skdf4/368333.6e94d1.pdf
180957|6Obdo/40/2009|2010-04-19||2|o zaplatenie 3 020,65 Eur (91 000,-- Sk)|sudzovaní práva na zaplatenie zmluvnej pokuty , súd dosp el k  záveru, ţe dohoda  o zmluvnej pokute je platná , a ţe došlo aj k  omeškaniu ţalovaného s  odovzdaním diela. Súd  poukazom na ustanovenie § 301 Obchodného zákonníka, poukazom na neprimerane vysokú  zmluvnú pokutu ( 1 000,– Sk za kaţdý deň omeškania)  a význam zabezpečenej povinnosti,  povaţoval za primeranú zmluvnú pokutu v  sume 14  000,– S|rozhodnutia_301_pdf_BBB/180957_6Obdo_40_2009.pdf|https://www.nsud.sk9d4/366925.8f6db7.pdf
180498|6Obdo/5/2009|2010-06-21||2|o zaplatenie 1 245 222,-- Sk s prísl.| 2004), spolu za 105 dní omeškania vo výške  105.000,-- Sk, podľa zmluvy o dielo prináleţala ţalovanému zmluvná pokuta vo výške  2,100.000,-- Sk, súd v  tomto prípade vyuţil moderačné právo v  zmysle § 301  Obchodného zákonníka, prihliadajúc na hodnotu a  význam zabezpečovacej povinnosti  ako i  rovné postavenie účastníkov konania, ktoré je v  čl. VI zmluvy naruš ené.                                   |rozhodnutia_301_pdf_BBB/180498_6Obdo_5_2009.pdf|https://www.nsud.sk4a6/366374.b1e576.pdf
179902|3Obo/224/2003|2010-05-26||2|o zaplatenie 381 442,18 €| odkl adu splátok poistného na základe poistnej  zmluvy bez toho, aby poistná zmluva zanikla, a teda odporca povinnosť, dojednanú v záložnej  zmluve, neporušil. Okrem tejto skuto čnosti v zmysle ust. § 301 Obchodného zákonníka  neprimerane vysokú zmluvnú pokutu môže súd zníži ť s prihliadnutím na hodnotu a význam  zabezpečovanej povinnosti, a to až do výšky škody, ktorá vznikla do doby súdneho  rozhodn|rozhodnutia_301_pdf_BBB/179902_3Obo_224_2003.pdf|https://www.nsud.ske44/365707.11d7ec.pdf
178500|5Obdo/38/2009|2011-03-31||2|o zaplatenie 6 299,46 Eur s prísl.|primeranej zmluvnej pokuty. Neprimeranosť zmluvnej   3 5 Obdo 38/2009    pokuty nie je možné posudzovať vo vzťahu k  výške zmluvnej pokuty , uplatnenej druhou  stranou, ale vychádzajúc z  ustanovenia § 301 Obchodného zákonníka podľ a hodnoty  a významu zabezpečovanej povinnosti. Odvolací súd v zmysle  § 301 Obchodného zákonníka  považoval primeranú výšku zmluvnej pokuty 0,25% denne z  ceny diela bez DP|rozhodnutia_301_pdf_BBB/178500_5Obdo_38_2009.pdf|https://www.nsud.sk6e8/363989.008fcf.pdf
176911|2Obdo/39/2010|2010-12-08||2|o zaplateniíe 5 519,84 € s prísl.|s v ýškou zmluvnej pokuty 1% z ceny diela za ka ždý deň  omeškania súhlasila, a preto jej v ýška nie je neprimeran á. Odvolac í súd sa s uveden ým  záverom prvostup ňového s údu nestotožnil. V zmysle § 301 Obchodn ého z ákonníka,  kritériom pre pos údenie primeranosti zml uvnej pokuty je hodnota zabezpeč enej povinnosti  a v ýznam zabezpečenej povinnosti podľ a konkrétnych okolností prípadu. V danej ve|rozhodnutia_301_pdf_BBB/176911_2Obdo_39_2010.pdf|https://www.nsud.ske7e/362065.762531.pdf
176005|2obo/170/2007|2008-02-06||2|o zaplatenie primeraného zadosťučinenia|nevyplýva.   Hovoriť o  moderácii by bolo  moţné v  prípade, ţe by výška peňaţného zadosťučinenia  bola objektívne daná napr. dohodou účastníkov, ako je to v  prípade dohody o  zmluvnej pokute  podľa § 301 Obch. zák. V prípade uplatnenia primeraného zadosťučinenia podľa § 53 Obch. zák.  však výška prime raného peňaţného zadosťučinenia subjektívne určuje subjekt, ktorého práva  boli nekalou súťaţou poru|rozhodnutia_301_pdf_BBB/176005_2obo_170_2007.pdf|https://www.nsud.skc5a/360987.f47b98.pdf
175642|4Obdo/108/2019|2021-05-31|JUDr. Gabriela Mederová|2|5 600 eur s prísl.|o strany žalovaného dodané. Nakoľko ale žalobca sám čiastočne zavinil omeškanie a uplatnená zmluvná pokuta bola neprimerane vysoká, súd pristúpil k moderácii tejto uplatnenej zmluvnej pokuty v zmysle § 301 Obchodného zákonníka. Žalobca tvrdil, že mu nefunkčnosťou web stránky vznikla veľká škoda, tým že nemohol klientom cez tento portál ponúkať a predávať dovolenkové pobyty. Žalobca uplatnenú zmluvnú po|rozhodnutia_301_pdf_BBB/175642_4Obdo_108_2019.pdf|https://www.nsud.sk57e/502035.2863e0.pdf
175441|2Obo/46/2012|2012-09-13|JUDr. Beáta Miničová|2|určenie, že pohľadávka žalobcu vo v. 10 296,75 € sa uspokojí|ho zákonníka strany sa môžu odchýliť od ustanovení tejto časti zákona alebo jej jednotlivé ustanovenia vylúčiť s výnimkou ustanovení § 261 a § 262 ods. 2, § 263 až  § 272, § 273 ods. 1, § 276 až 289, § 301, § 303, § 304, § 306 ods. 2 a 3, § 308, § 311 ods. 1, § 312, 313, § 321 ods. 4, § 324, § 341, § 365, § 370, § 371, § 376, § 382, § 384, § 386 až § 408, § 408a, § 444, § 458, § 459, § 477,  § 478, § 4|rozhodnutia_301_pdf_BBB/175441_2Obo_46_2012.pdf|https://www.nsud.sk363/695829.35cdb5.pdf
